Numero	url	cat1	cat2	cat3	cat4	cat5	cat6
3747	https://www.amazon.com/s?bbn=9154158011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A9154158011%2Cn%3A17744516011&dc&qid=1690493273&rnid=9154158011&ref=lp_9154158011_nr_n_10	Reference	Personal & Private Investigations				
3748	https://www.amazon.com/s?bbn=9154158011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A9154158011%2Cn%3A158238011&dc&qid=1690493273&rnid=9154158011&ref=lp_9154158011_nr_n_11	Reference	Quotations				
3749	https://www.amazon.com/s?bbn=9154158011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A9154158011%2Cn%3A17744517011&dc&qid=1690493273&rnid=9154158011&ref=lp_9154158011_nr_n_12	Reference	Signs & Symbols				
3750	https://www.amazon.com/s?bbn=158227011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A9154158011%2Cn%3A158227011%2Cn%3A158228011&dc&qid=1690493426&rnid=158227011&ref=lp_158227011_nr_n_0	Reference	Trivia & Fun Facts	Curiosities & Wonders			
3751	https://www.amazon.com/s?bbn=158227011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A9154158011%2Cn%3A158227011%2Cn%3A158157011&dc&qid=1690493426&rnid=158227011&ref=lp_158227011_nr_n_1	Reference	Trivia & Fun Facts	Questions & Answers			
3752	https://www.amazon.com/s?bbn=158227011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A9154158011%2Cn%3A158227011%2Cn%3A158229011&dc&qid=1690493426&rnid=158227011&ref=lp_158227011_nr_n_2	Reference	Trivia & Fun Facts	Trivia			
3753	https://www.amazon.com/s?bbn=158243011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A9154158011%2Cn%3A158243011%2Cn%3A158244011&dc&qid=1690493435&rnid=158243011&ref=lp_158243011_nr_n_0	Reference	Words, Language & Grammar	Alphabet			
3754	https://www.amazon.com/s?bbn=158243011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A9154158011%2Cn%3A158243011%2Cn%3A158245011&dc&qid=1690493435&rnid=158243011&ref=lp_158243011_nr_n_1	Reference	Words, Language & Grammar	Braille			
3755	https://www.amazon.com/s?bbn=158243011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A9154158011%2Cn%3A158243011%2Cn%3A158246011&dc&qid=1690493435&rnid=158243011&ref=lp_158243011_nr_n_2	Reference	Words, Language & Grammar	Communication			
3756	https://www.amazon.com/s?bbn=158243011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A9154158011%2Cn%3A158243011%2Cn%3A158247011&dc&qid=1690493435&rnid=158243011&ref=lp_158243011_nr_n_3	Reference	Words, Language & Grammar	Etymology			
3757	https://www.amazon.com/s?bbn=158243011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A9154158011%2Cn%3A158243011%2Cn%3A158249011&dc&qid=1690493435&rnid=158243011&ref=lp_158243011_nr_n_4	Reference	Words, Language & Grammar	Grammar			
3758	https://www.amazon.com/s?bbn=158243011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A9154158011%2Cn%3A158243011%2Cn%3A158250011&dc&qid=1690493435&rnid=158243011&ref=lp_158243011_nr_n_5	Reference	Words, Language & Grammar	Handwriting			
3759	https://www.amazon.com/s?bbn=158243011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A9154158011%2Cn%3A158243011%2Cn%3A158251011&dc&qid=1690493435&rnid=158243011&ref=lp_158243011_nr_n_6	Reference	Words, Language & Grammar	Linguistics			
3760	https://www.amazon.com/s?bbn=158243011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A9154158011%2Cn%3A158243011%2Cn%3A158252011&dc&qid=1690493435&rnid=158243011&ref=lp_158243011_nr_n_7	Reference	Words, Language & Grammar	Literacy			
3761	https://www.amazon.com/s?bbn=158243011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A9154158011%2Cn%3A158243011%2Cn%3A158253011&dc&qid=1690493435&rnid=158243011&ref=lp_158243011_nr_n_8	Reference	Words, Language & Grammar	Phonetics & Phonics			
3762	https://www.amazon.com/s?bbn=158243011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A9154158011%2Cn%3A158243011%2Cn%3A158254011&dc&qid=1690493435&rnid=158243011&ref=lp_158243011_nr_n_9	Reference	Words, Language & Grammar	Public Speaking & Speech Writing			
3763	https://www.amazon.com/s?bbn=158243011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A9154158011%2Cn%3A158243011%2Cn%3A158255011&dc&qid=1690493435&rnid=158243011&ref=lp_158243011_nr_n_10	Reference	Words, Language & Grammar	Readers			
3764	https://www.amazon.com/s?bbn=158243011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A9154158011%2Cn%3A158243011%2Cn%3A158256011&dc&qid=1690493435&rnid=158243011&ref=lp_158243011_nr_n_11	Reference	Words, Language & Grammar	Reading Skills			
3765	https://www.amazon.com/s?bbn=158243011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A9154158011%2Cn%3A158243011%2Cn%3A158257011&dc&qid=1690493435&rnid=158243011&ref=lp_158243011_nr_n_12	Reference	Words, Language & Grammar	Reference			
3766	https://www.amazon.com/s?bbn=158243011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A9154158011%2Cn%3A158243011%2Cn%3A158258011&dc&qid=1690493435&rnid=158243011&ref=lp_158243011_nr_n_13	Reference	Words, Language & Grammar	Rhetoric			
3767	https://www.amazon.com/s?bbn=158243011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A9154158011%2Cn%3A158243011%2Cn%3A158259011&dc&qid=1690493435&rnid=158243011&ref=lp_158243011_nr_n_14	Reference	Words, Language & Grammar	Semantics			
3768	https://www.amazon.com/s?bbn=158243011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A9154158011%2Cn%3A158243011%2Cn%3A158260011&dc&qid=1690493435&rnid=158243011&ref=lp_158243011_nr_n_15	Reference	Words, Language & Grammar	Speech & Pronunciation			
3769	https://www.amazon.com/s?bbn=158243011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A9154158011%2Cn%3A158243011%2Cn%3A158261011&dc&qid=1690493435&rnid=158243011&ref=lp_158243011_nr_n_16	Reference	Words, Language & Grammar	Spelling			
3770	https://www.amazon.com/s?bbn=158243011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A9154158011%2Cn%3A158243011%2Cn%3A158264011&dc&qid=1690493435&rnid=158243011&ref=lp_158243011_nr_n_17	Reference	Words, Language & Grammar	Spelling & Vocabulary			
3771	https://www.amazon.com/s?bbn=158243011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A9154158011%2Cn%3A158243011%2Cn%3A158262011&dc&qid=1690493435&rnid=158243011&ref=lp_158243011_nr_n_18	Reference	Words, Language & Grammar	Study & Teaching			
3772	https://www.amazon.com/s?bbn=158243011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A9154158011%2Cn%3A158243011%2Cn%3A158263011&dc&qid=1690493435&rnid=158243011&ref=lp_158243011_nr_n_19	Reference	Words, Language & Grammar	Translating			
3773	https://www.amazon.com/s?bbn=158243011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A9154158011%2Cn%3A158243011%2Cn%3A158265011&dc&qid=1690493435&rnid=158243011&ref=lp_158243011_nr_n_20	Reference	Words, Language & Grammar	Vocabulary, Slang, & Word Lists			
3774	https://www.amazon.com/s?bbn=158266011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A9154158011%2Cn%3A158266011%2Cn%3A158267011&dc&qid=1690493483&rnid=158266011&ref=lp_158266011_nr_n_0	Reference	Writing, Research & Publishing Guides	Academic & Commercial			
3775	https://www.amazon.com/s?bbn=158266011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A9154158011%2Cn%3A158266011%2Cn%3A158268011&dc&qid=1690493483&rnid=158266011&ref=lp_158266011_nr_n_1	Reference	Writing, Research & Publishing Guides	Children's & Young Adult			
3776	https://www.amazon.com/s?bbn=158266011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A9154158011%2Cn%3A158266011%2Cn%3A18623132011&dc&qid=1690493483&rnid=158266011&ref=lp_158266011_nr_n_2	Reference	Writing, Research & Publishing Guides	Composition			
3777	https://www.amazon.com/s?bbn=158266011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A9154158011%2Cn%3A158266011%2Cn%3A158269011&dc&qid=1690493483&rnid=158266011&ref=lp_158266011_nr_n_3	Reference	Writing, Research & Publishing Guides	Editing			
3778	https://www.amazon.com/s?bbn=158266011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A9154158011%2Cn%3A158266011%2Cn%3A158270011&dc&qid=1690493483&rnid=158266011&ref=lp_158266011_nr_n_4	Reference	Writing, Research & Publishing Guides	Fiction			
3779	https://www.amazon.com/s?bbn=158266011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A9154158011%2Cn%3A158266011%2Cn%3A158272011&dc&qid=1690493483&rnid=158266011&ref=lp_158266011_nr_n_5	Reference	Writing, Research & Publishing Guides	Genre Fiction			
3780	https://www.amazon.com/s?bbn=158266011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A9154158011%2Cn%3A158266011%2Cn%3A158273011&dc&qid=1690493483&rnid=158266011&ref=lp_158266011_nr_n_6	Reference	Writing, Research & Publishing Guides	Journalism			
3781	https://www.amazon.com/s?bbn=158266011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A9154158011%2Cn%3A158266011%2Cn%3A158274011&dc&qid=1690493483&rnid=158266011&ref=lp_158266011_nr_n_7	Reference	Writing, Research & Publishing Guides	Newspapers & Magazines			
3782	https://www.amazon.com/s?bbn=158266011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A9154158011%2Cn%3A158266011%2Cn%3A158275011&dc&qid=1690493483&rnid=158266011&ref=lp_158266011_nr_n_8	Reference	Writing, Research & Publishing Guides	Nonfiction			
3783	https://www.amazon.com/s?bbn=158266011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A9154158011%2Cn%3A158266011%2Cn%3A158276011&dc&qid=1690493483&rnid=158266011&ref=lp_158266011_nr_n_9	Reference	Writing, Research & Publishing Guides	Play & Scriptwriting			
3784	https://www.amazon.com/s?bbn=158266011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A9154158011%2Cn%3A158266011%2Cn%3A158277011&dc&qid=1690493483&rnid=158266011&ref=lp_158266011_nr_n_10	Reference	Writing, Research & Publishing Guides	Poetry			
3785	https://www.amazon.com/s?bbn=158234011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A9154158011%2Cn%3A158266011%2Cn%3A158234011%2Cn%3A158235011&dc&qid=1690493509&rnid=158234011&ref=lp_158234011_nr_n_0	Reference	Writing, Research & Publishing Guides	Publishing & Books	Authorship		
3786	https://www.amazon.com/s?bbn=158234011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A9154158011%2Cn%3A158266011%2Cn%3A158234011%2Cn%3A158236011&dc&qid=1690493509&rnid=158234011&ref=lp_158234011_nr_n_1	Reference	Writing, Research & Publishing Guides	Publishing & Books	Bibliographies & Indexes		
3787	https://www.amazon.com/s?bbn=158234011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A9154158011%2Cn%3A158266011%2Cn%3A158234011%2Cn%3A18623133011&dc&qid=1690493509&rnid=158234011&ref=lp_158234011_nr_n_2	Reference	Writing, Research & Publishing Guides	Publishing & Books	Business Aspects		
3788	https://www.amazon.com/s?bbn=158266011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A9154158011%2Cn%3A158266011%2Cn%3A158158011&dc&qid=1690493483&rnid=158266011&ref=lp_158266011_nr_n_12	Reference	Writing, Research & Publishing Guides	Research			
3789	https://www.amazon.com/s?bbn=158266011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A9154158011%2Cn%3A158266011%2Cn%3A158278011&dc&qid=1690493483&rnid=158266011&ref=lp_158266011_nr_n_13	Reference	Writing, Research & Publishing Guides	Technical			
3790	https://www.amazon.com/s?bbn=158266011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A9154158011%2Cn%3A158266011%2Cn%3A158279011&dc&qid=1690493483&rnid=158266011&ref=lp_158266011_nr_n_14	Reference	Writing, Research & Publishing Guides	Writing Skills			
3791	https://www.amazon.com/s?bbn=158280011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158552011&dc&qid=1690493524&rnid=158280011&ref=lp_158280011_nr_n_0	Religion & Spirituality	Agnosticism				
3792	https://www.amazon.com/s?bbn=158280011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158554011&dc&qid=1690493524&rnid=158280011&ref=lp_158280011_nr_n_1	Religion & Spirituality	Atheism				
3793	https://www.amazon.com/s?bbn=158287011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158287011%2Cn%3A158289011&dc&qid=1690493531&rnid=158287011&ref=lp_158287011_nr_n_0	Religion & Spirituality	Buddhism	History			
3794	https://www.amazon.com/s?bbn=158287011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158287011%2Cn%3A158290011&dc&qid=1690493531&rnid=158287011&ref=lp_158287011_nr_n_1	Religion & Spirituality	Buddhism	Rituals & Practice			
3795	https://www.amazon.com/s?bbn=158287011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158287011%2Cn%3A158291011&dc&qid=1690493531&rnid=158287011&ref=lp_158287011_nr_n_2	Religion & Spirituality	Buddhism	Sacred Writings			
3796	https://www.amazon.com/s?bbn=158287011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158287011%2Cn%3A158292011&dc&qid=1690493531&rnid=158287011&ref=lp_158287011_nr_n_3	Religion & Spirituality	Buddhism	Theravada			
3797	https://www.amazon.com/s?bbn=158287011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158287011%2Cn%3A158293011&dc&qid=1690493531&rnid=158287011&ref=lp_158287011_nr_n_4	Religion & Spirituality	Buddhism	Tibetan			
3798	https://www.amazon.com/s?bbn=158287011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158287011%2Cn%3A158294011&dc&qid=1690493531&rnid=158287011&ref=lp_158287011_nr_n_5	Religion & Spirituality	Buddhism	Zen			
3799	https://www.amazon.com/s?bbn=158287011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158287011%2Cn%3A158295011&dc&qid=1690493531&rnid=158287011&ref=lp_158287011_nr_n_6	Religion & Spirituality	Buddhism	Zen Philosophy			
3800	https://www.amazon.com/s?bbn=158380011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158380011%2Cn%3A8917407011&dc&qid=1690493554&rnid=158380011&ref=lp_158380011_nr_n_0	Religion & Spirituality	Christian Books & Bibles	Bible Study & Reference	Atlases		
3801	https://www.amazon.com/s?bbn=158381011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158380011%2Cn%3A158381011%2Cn%3A8917409011&dc&qid=1690493558&rnid=158381011&ref=lp_158381011_nr_n_0	Religion & Spirituality	Christian Books & Bibles	Bible Study & Reference	Bible Study	Guides	
3802	https://www.amazon.com/s?bbn=158381011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158380011%2Cn%3A158381011%2Cn%3A158402011&dc&qid=1690493558&rnid=158381011&ref=lp_158381011_nr_n_1	Religion & Spirituality	Christian Books & Bibles	Bible Study & Reference	Bible Study	New Testament	
3803	https://www.amazon.com/s?bbn=158381011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158380011%2Cn%3A158381011%2Cn%3A158403011&dc&qid=1690493558&rnid=158381011&ref=lp_158381011_nr_n_2	Religion & Spirituality	Christian Books & Bibles	Bible Study & Reference	Bible Study	Old Testament	
3804	https://www.amazon.com/s?bbn=158382011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158380011%2Cn%3A158382011%2Cn%3A158383011&dc&qid=1690493566&rnid=158382011&ref=lp_158382011_nr_n_0	Religion & Spirituality	Christian Books & Bibles	Bible Study & Reference	Biographies	New Testament	
3805	https://www.amazon.com/s?bbn=158382011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158380011%2Cn%3A158382011%2Cn%3A158384011&dc&qid=1690493566&rnid=158382011&ref=lp_158382011_nr_n_1	Religion & Spirituality	Christian Books & Bibles	Bible Study & Reference	Biographies	Old Testament	
3806	https://www.amazon.com/s?bbn=158382011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158380011%2Cn%3A158382011%2Cn%3A8917406011&dc&qid=1690493566&rnid=158382011&ref=lp_158382011_nr_n_2	Religion & Spirituality	Christian Books & Bibles	Bible Study & Reference	Biographies	Popes & the Vatican	
3807	https://www.amazon.com/s?bbn=158382011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158380011%2Cn%3A158382011%2Cn%3A6361638011&dc&qid=1690493566&rnid=158382011&ref=lp_158382011_nr_n_3	Religion & Spirituality	Christian Books & Bibles	Bible Study & Reference	Biographies	Saints	
3808	https://www.amazon.com/s?bbn=158385011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158380011%2Cn%3A158385011%2Cn%3A158387011&dc&qid=1690493577&rnid=158385011&ref=lp_158385011_nr_n_0	Religion & Spirituality	Christian Books & Bibles	Bible Study & Reference	Commentaries	New Testament	
3809	https://www.amazon.com/s?bbn=158385011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158380011%2Cn%3A158385011%2Cn%3A158388011&dc&qid=1690493577&rnid=158385011&ref=lp_158385011_nr_n_1	Religion & Spirituality	Christian Books & Bibles	Bible Study & Reference	Commentaries	Old Testament	
3810	https://www.amazon.com/s?bbn=158380011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158380011%2Cn%3A158389011&dc&qid=1690493554&rnid=158380011&ref=lp_158380011_nr_n_4	Religion & Spirituality	Christian Books & Bibles	Bible Study & Reference	Concordances		
3811	https://www.amazon.com/s?bbn=158390011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158380011%2Cn%3A158390011%2Cn%3A158396011&dc&qid=1690493585&rnid=158390011&ref=lp_158390011_nr_n_0	Religion & Spirituality	Christian Books & Bibles	Bible Study & Reference	Criticism & Interpretation	Exegesis & Hermeneutics	
3812	https://www.amazon.com/s?bbn=158390011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158380011%2Cn%3A158390011%2Cn%3A158392011&dc&qid=1690493585&rnid=158390011&ref=lp_158390011_nr_n_1	Religion & Spirituality	Christian Books & Bibles	Bible Study & Reference	Criticism & Interpretation	New Testament	
3813	https://www.amazon.com/s?bbn=158390011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158380011%2Cn%3A158390011%2Cn%3A158393011&dc&qid=1690493585&rnid=158390011&ref=lp_158390011_nr_n_2	Religion & Spirituality	Christian Books & Bibles	Bible Study & Reference	Criticism & Interpretation	Old Testament	
3814	https://www.amazon.com/s?bbn=158380011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158380011%2Cn%3A158394011&dc&qid=1690493554&rnid=158380011&ref=lp_158380011_nr_n_6	Religion & Spirituality	Christian Books & Bibles	Bible Study & Reference	Dictionaries & Encyclopedias		
3815	https://www.amazon.com/s?bbn=158380011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158380011%2Cn%3A8917410011&dc&qid=1690493554&rnid=158380011&ref=lp_158380011_nr_n_7	Religion & Spirituality	Christian Books & Bibles	Bible Study & Reference	Handbooks		
3816	https://www.amazon.com/s?bbn=158380011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158380011%2Cn%3A8917411011&dc&qid=1690493554&rnid=158380011&ref=lp_158380011_nr_n_8	Religion & Spirituality	Christian Books & Bibles	Bible Study & Reference	History & Culture		
3817	https://www.amazon.com/s?bbn=158380011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158380011%2Cn%3A158397011&dc&qid=1690493554&rnid=158380011&ref=lp_158380011_nr_n_9	Religion & Spirituality	Christian Books & Bibles	Bible Study & Reference	Language Studies		
3818	https://www.amazon.com/s?bbn=158398011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158380011%2Cn%3A158398011%2Cn%3A158400011&dc&qid=1690493601&rnid=158398011&ref=lp_158398011_nr_n_0	Religion & Spirituality	Christian Books & Bibles	Bible Study & Reference	Meditations	New Testament	
3819	https://www.amazon.com/s?bbn=158398011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158380011%2Cn%3A158398011%2Cn%3A158401011&dc&qid=1690493601&rnid=158398011&ref=lp_158398011_nr_n_1	Religion & Spirituality	Christian Books & Bibles	Bible Study & Reference	Meditations	Old Testament	
3820	https://www.amazon.com/s?bbn=8917412011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158380011%2Cn%3A8917412011%2Cn%3A158402011&dc&qid=1690493608&rnid=8917412011&ref=lp_8917412011_nr_n_0	Religion & Spirituality	Christian Books & Bibles	Bible Study & Reference	New Testament Study	Bible Study	
3821	https://www.amazon.com/s?bbn=8917412011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158380011%2Cn%3A8917412011%2Cn%3A158383011&dc&qid=1690493608&rnid=8917412011&ref=lp_8917412011_nr_n_1	Religion & Spirituality	Christian Books & Bibles	Bible Study & Reference	New Testament Study	Biographies	
3822	https://www.amazon.com/s?bbn=8917412011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158380011%2Cn%3A8917412011%2Cn%3A158387011&dc&qid=1690493608&rnid=8917412011&ref=lp_8917412011_nr_n_2	Religion & Spirituality	Christian Books & Bibles	Bible Study & Reference	New Testament Study	Commentaries	
3823	https://www.amazon.com/s?bbn=8917412011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158380011%2Cn%3A8917412011%2Cn%3A158392011&dc&qid=1690493608&rnid=8917412011&ref=lp_8917412011_nr_n_3	Religion & Spirituality	Christian Books & Bibles	Bible Study & Reference	New Testament Study	Criticism & Interpretation	
3824	https://www.amazon.com/s?bbn=8917412011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158380011%2Cn%3A8917412011%2Cn%3A8917413011&dc&qid=1690493608&rnid=8917412011&ref=lp_8917412011_nr_n_4	Religion & Spirituality	Christian Books & Bibles	Bible Study & Reference	New Testament Study	Jesus, the Gospels & Acts	
3825	https://www.amazon.com/s?bbn=8917412011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158380011%2Cn%3A8917412011%2Cn%3A158400011&dc&qid=1690493608&rnid=8917412011&ref=lp_8917412011_nr_n_5	Religion & Spirituality	Christian Books & Bibles	Bible Study & Reference	New Testament Study	Meditations	
3826	https://www.amazon.com/s?bbn=8917412011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158380011%2Cn%3A8917412011%2Cn%3A8917414011&dc&qid=1690493608&rnid=8917412011&ref=lp_8917412011_nr_n_6	Religion & Spirituality	Christian Books & Bibles	Bible Study & Reference	New Testament Study	Paul's Letters	
3827	https://www.amazon.com/s?bbn=8917415011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158380011%2Cn%3A8917415011%2Cn%3A158403011&dc&qid=1690493622&rnid=8917415011&ref=lp_8917415011_nr_n_0	Religion & Spirituality	Christian Books & Bibles	Bible Study & Reference	Old Testament Study	Bible Study	
3828	https://www.amazon.com/s?bbn=8917415011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158380011%2Cn%3A8917415011%2Cn%3A158384011&dc&qid=1690493622&rnid=8917415011&ref=lp_8917415011_nr_n_1	Religion & Spirituality	Christian Books & Bibles	Bible Study & Reference	Old Testament Study	Biographies	
3829	https://www.amazon.com/s?bbn=8917415011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158380011%2Cn%3A8917415011%2Cn%3A158388011&dc&qid=1690493622&rnid=8917415011&ref=lp_8917415011_nr_n_2	Religion & Spirituality	Christian Books & Bibles	Bible Study & Reference	Old Testament Study	Commentaries	
3830	https://www.amazon.com/s?bbn=8917415011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158380011%2Cn%3A8917415011%2Cn%3A158393011&dc&qid=1690493622&rnid=8917415011&ref=lp_8917415011_nr_n_3	Religion & Spirituality	Christian Books & Bibles	Bible Study & Reference	Old Testament Study	Criticism & Interpretation	
3831	https://www.amazon.com/s?bbn=8917415011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158380011%2Cn%3A8917415011%2Cn%3A158401011&dc&qid=1690493622&rnid=8917415011&ref=lp_8917415011_nr_n_4	Religion & Spirituality	Christian Books & Bibles	Bible Study & Reference	Old Testament Study	Meditations	
3832	https://www.amazon.com/s?bbn=158380011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158380011%2Cn%3A158404011&dc&qid=1690493554&rnid=158380011&ref=lp_158380011_nr_n_13	Religion & Spirituality	Christian Books & Bibles	Bible Study & Reference	Prophecies		
3833	https://www.amazon.com/s?bbn=158380011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158380011%2Cn%3A8917416011&dc&qid=1690493554&rnid=158380011&ref=lp_158380011_nr_n_14	Religion & Spirituality	Christian Books & Bibles	Bible Study & Reference	Prophets		
3834	https://www.amazon.com/s?bbn=158380011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158380011%2Cn%3A158405011&dc&qid=1690493554&rnid=158380011&ref=lp_158380011_nr_n_15	Religion & Spirituality	Christian Books & Bibles	Bible Study & Reference	Quotations		
3835	https://www.amazon.com/s?bbn=158380011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158380011%2Cn%3A8917417011&dc&qid=1690493554&rnid=158380011&ref=lp_158380011_nr_n_16	Religion & Spirituality	Christian Books & Bibles	Bible Study & Reference	Wisdom Literature		
3836	https://www.amazon.com/s?bbn=158297011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A158280011%2Cn%3A158296011%2Cn%3A158297011%2Cn%3A8917394011&dc&qid=1690493646&rnid=158297011&ref=lp_158297011_nr_n_0	Religion & Spirituality	Christian Books & Bibles	Bibles	Christian Standard Version		
